t,1,2,3,4,5,6,
0.0000,158.3803,123.8400,367.1149,-392.1818,178.6144,29.6521
19.6078,158.3092,123.9527,366.9805,-392.3141,178.6632,29.6223
39.2157,158.3797,123.8439,367.1057,-392.1733,178.6052,29.6543
58.8235,158.3101,123.9478,366.9923,-392.3245,178.6741,29.6200
78.4314,158.3791,123.8488,367.0922,-392.1638,178.5934,29.6568
98.0392,158.3116,123.9440,367.0058,-392.3349,178.6861,29.6173
117.6471,158.3773,123.8531,367.0776,-392.1534,178.5813,29.6590
137.2549,158.3121,123.9401,367.0185,-392.3443,178.6976,29.6151
156.8627,158.3772,123.8562,367.0654,-392.1447,178.5700,29.6615
176.4706,158.3124,123.9364,367.0312,-392.3525,178.7090,29.6128
196.0784,158.3770,123.8602,367.0540,-392.1365,178.5586,29.6638
215.6863,158.3126,123.9321,367.0445,-392.3617,178.7220,29.6100
235.2941,158.3770,123.8646,367.0398,-392.1279,178.5450,29.6671
254.9020,158.3116,123.9286,367.0578,-392.3691,178.7354,29.6065
274.5098,158.3779,123.8678,367.0269,-392.1208,178.5316,29.6707
294.1176,158.3115,123.9238,367.0722,-392.3773,178.7499,29.6032
313.7255,158.3775,123.8741,367.0109,-392.1124,178.5170,29.6738
333.3333,158.3121,123.9183,367.0875,-392.3867,178.7649,29.6002
352.9412,158.3772,123.8789,366.9965,-392.1042,178.5028,29.6764
372.5490,160.1246,121.9864,364.7307,-391.4196,175.3268,29.7105
392.1569,167.1336,115.7618,361.7416,-398.1926,178.1451,30.7228
411.7647,189.7086,111.2975,376.2132,-408.4565,168.1642,25.3430
431.3725,197.0961,111.1378,367.9590,-409.4983,164.0515,31.4682
450.9804,201.7538,107.0365,381.3305,-412.9425,162.0803,36.0960
470.5882,218.6094,119.1695,374.4366,-411.1292,146.4680,28.6515
490.1961,208.6068,119.8244,382.0550,-421.2567,164.8681,31.8672
509.8039,201.7640,121.5336,360.5624,-400.6296,150.5921,32.4248
529.4118,222.9173,106.7983,380.4055,-412.4910,153.5383,30.4169
549.0196,220.3044,113.7559,370.7220,-415.8597,147.2920,31.4092
568.6275,225.2092,111.2363,367.9403,-419.7711,147.4041,30.5152
588.2353,221.3816,117.9207,368.8157,-415.2879,146.0372,30.2671
607.8431,217.9104,114.5976,369.6424,-412.3149,148.2827,30.5446
627.4510,218.7849,112.0563,372.4458,-413.3870,146.4448,32.8705
647.0588,218.1074,112.5744,374.4067,-409.1692,150.1891,30.4643
666.6667,218.3585,115.6047,369.2294,-409.2973,148.3118,33.1775
686.2745,219.4937,112.0874,364.2332,-415.8859,147.1561,33.8045
705.8824,216.4894,116.5511,365.1951,-408.7070,146.4198,32.8509
725.4902,229.6275,115.9224,364.3307,-418.8484,142.2282,29.7218
745.0980,223.1131,117.6399,370.0600,-413.7220,148.7989,29.2264
764.7059,228.9243,108.0357,372.3537,-412.9297,141.4597,30.7330
784.3137,228.5184,106.9470,370.4949,-411.7795,140.3471,31.9784
803.9216,230.6495,105.0609,376.6820,-417.3766,149.3423,30.2486
823.5294,232.4931,99.6547,369.0618,-415.5302,141.5097,34.5075
843.1373,231.8451,99.4458,369.0101,-411.5787,146.3425,33.6518
862.7451,237.5777,92.2109,376.4717,-424.8422,148.6614,34.4916
882.3529,225.1087,106.8723,358.7996,-408.4535,140.6804,33.4173
901.9608,231.9373,103.7152,368.4128,-423.8773,144.9268,32.8633
921.5686,243.3328,100.8615,371.1941,-414.0419,133.1063,32.0983
941.1765,255.9018,92.0046,389.3490,-438.5778,146.7526,31.0783
960.7843,231.5071,106.3047,359.3328,-410.8521,140.8095,37.2602
980.3922,242.5592,103.2781,364.6932,-419.7790,139.5284,35.7665
1000.0000,246.8443,101.4907,368.4942,-421.5749,139.0144,34.9788
1019.6078,257.6205,99.0492,372.1743,-422.1086,130.0036,32.7510
1039.2157,258.3207,99.1166,378.0526,-428.6898,140.8418,34.7323
1058.8235,260.5172,96.2940,375.1898,-428.2148,137.2628,32.2344
1078.4314,254.7457,96.9296,373.6285,-424.9768,138.7217,34.8014
1098.0392,258.7999,97.1316,375.8058,-422.5948,135.1330,32.1936
1117.6471,264.7250,95.5063,368.9449,-427.6379,126.6827,34.4714
1137.2549,264.1432,89.2945,378.8077,-422.5507,131.2677,33.9845
1156.8627,264.9384,87.8547,376.4200,-422.2728,125.4981,35.3179
1176.4706,266.0057,86.0814,379.0356,-430.4656,135.9549,33.2390
1196.0784,271.5640,85.7035,376.5570,-426.0807,122.9673,34.6826
1215.6863,267.1962,85.2016,375.6882,-427.0876,126.8620,35.6159
1235.2941,264.7192,91.5182,374.7440,-420.2310,126.1202,33.5450
1254.9020,267.8271,85.5254,380.8078,-429.5479,135.7054,35.1989
1274.5098,273.1862,84.2844,380.3213,-442.4612,141.6085,36.7656
1294.1176,265.0060,91.8598,362.9539,-426.2451,127.3751,35.3493
1313.7255,269.8277,88.0499,371.5446,-435.0373,139.9906,38.0757
1333.3333,268.7630,86.3277,372.0181,-431.0060,132.3627,38.5473
1352.9412,274.4111,85.1460,370.1636,-437.2755,132.4909,34.8370
1372.5490,290.1088,77.7433,375.5677,-444.3142,130.1074,35.4044
1392.1569,287.2971,84.0408,377.0090,-437.2713,130.7589,34.1060
1411.7647,285.4137,86.2955,369.5329,-438.5480,125.1996,32.2165
1431.3725,285.5881,87.8178,367.9449,-437.0737,126.0343,36.7639
1450.9804,290.7333,84.2586,385.2207,-447.8111,137.0652,34.0877
1470.5882,288.8419,84.7328,368.2269,-437.4890,124.3554,35.8265
1490.1961,288.3144,81.4211,372.8872,-436.3586,124.3144,37.0729
1509.8039,300.1011,75.7120,369.8085,-450.1249,120.6190,37.4782
1529.4118,294.7596,81.8236,360.5098,-438.0017,114.8429,36.5807
1549.0196,297.4553,83.4639,372.2770,-442.7930,121.4370,34.9287
1568.6275,292.8232,79.4445,371.7045,-435.9756,122.2178,35.6766
1588.2353,301.5572,81.9410,376.4163,-442.4667,120.7853,36.6856
1607.8431,300.6274,75.6085,379.9926,-447.1099,126.4719,37.2158
1627.4510,297.5059,82.9683,368.3933,-440.9561,118.4477,34.4847
1647.0588,304.8575,76.6458,382.8239,-451.1517,131.2198,39.4974
1666.6667,294.1330,89.7910,369.1161,-437.2167,123.2299,33.3380
1686.2745,304.4209,83.9968,378.6510,-446.6578,128.2560,37.0885
1705.8824,303.7006,81.7487,380.5460,-443.5004,127.6992,36.1859
1725.4902,300.8127,80.9950,380.7568,-438.6674,125.8913,38.4468
1745.0980,311.9922,79.0449,380.6761,-444.7916,120.5370,36.9198
1764.7059,309.6198,79.8142,376.8486,-444.7557,117.9441,37.1414
1784.3137,310.2943,76.3765,389.4661,-441.8155,122.6503,34.1323
1803.9216,310.1286,76.9565,388.3010,-443.0386,120.8756,35.9908
1823.5294,307.9273,76.1950,384.3446,-437.5809,117.5158,34.8518
1843.1373,313.3426,72.0872,390.4795,-448.3218,125.1754,36.3487
1862.7451,312.0806,69.6263,375.9828,-446.4327,113.3126,37.8535
1882.3529,314.5443,78.8384,386.2830,-445.9635,122.8536,36.0560
1901.9608,311.0176,82.4589,377.2232,-444.2579,117.0384,36.0114
1921.5686,310.5561,81.2762,377.7281,-442.0253,120.6503,35.9671
1941.1765,309.3996,83.0428,377.1937,-439.6910,118.4325,36.6654
1960.7843,312.0973,79.4540,379.0308,-442.5568,119.9585,38.2925
1980.3922,309.2277,79.2456,374.5181,-436.7760,119.5789,37.3888
2000.0000,321.7996,74.7386,373.8644,-441.5348,111.7509,35.8751
2019.6078,322.2073,78.3505,373.5870,-447.4814,119.2734,38.5554
2039.2157,317.2413,82.9397,372.1934,-441.2931,116.3292,35.9166
2058.8235,317.6984,77.4959,374.3912,-438.3968,114.7323,35.9118
2078.4314,318.7493,80.4255,373.8864,-441.2025,116.3051,37.8120
2098.0392,321.0402,75.6390,376.5223,-442.2350,117.1593,37.3781
2117.6471,321.2745,78.5029,372.4189,-448.0361,119.4914,35.8748
2137.2549,327.6221,69.5900,373.9198,-452.6704,119.8914,38.3684
2156.8627,321.5262,73.1571,363.3153,-440.0872,115.0669,38.8484
2176.4706,326.1424,74.0025,377.7827,-453.4532,120.9634,39.0374
2196.0784,327.4135,70.2411,366.8737,-445.6302,115.1371,38.5543
2215.6863,333.9971,63.7071,373.9334,-447.2345,112.5484,38.6607
2235.2941,335.5309,67.4625,371.4368,-448.2930,113.8356,36.3394
2254.9020,338.2737,63.8242,383.4783,-455.7557,118.7266,35.1370
2274.5098,335.5859,71.6584,372.0296,-451.4122,114.7489,37.1469
2294.1176,333.8545,70.3104,367.4053,-446.6482,110.9455,36.5330
2313.7255,332.4206,74.9234,369.4398,-445.8282,111.8293,35.6491
2333.3333,336.8460,68.3263,385.8229,-454.3832,117.9063,37.6902
2352.9412,336.0674,73.8048,369.6870,-435.5191,102.2005,35.4058
2372.5490,345.1223,67.1114,378.5759,-444.8189,106.0963,37.1830
2392.1569,344.8441,68.4860,375.5792,-445.5760,108.0301,36.0611
2411.7647,340.7109,73.0621,367.9677,-446.2454,107.3668,36.8854
2431.3725,346.9113,64.8271,374.1784,-446.1014,104.4382,37.2768
