t,AF3,F7,F3,F4,F8,AF7
3060.0000,31.0194,1250.6558,350.1299,691.1776,-128.7884,-67.0474
3080.0000,37.9297,1244.5256,360.8614,695.8549,-116.7810,-63.5816
3100.0000,61.1384,1252.5120,377.1647,719.1915,-120.7471,-52.9183
3120.0000,63.9465,1234.6597,376.7844,713.9463,-128.8746,-46.6036
3140.0000,64.1093,1241.6365,379.3127,720.2161,-119.7241,-28.9693
3160.0000,38.8058,1177.6506,366.7148,700.8041,-152.6706,-53.7060
3180.0000,24.2243,1153.4709,348.3272,682.1678,-160.8574,-63.7352
3200.0000,43.6950,1156.7406,382.6449,701.8888,-133.6712,-24.7735
3220.0000,52.2657,1127.5167,380.4323,719.1183,-123.8715,-28.8216
3240.0000,25.5854,1099.7635,352.5186,690.0004,-125.7398,-22.0381
3260.0000,62.5088,1107.4521,379.5670,730.1620,-107.9503,6.1010
3280.0000,41.6381,1073.8766,373.4297,699.9792,-142.5251,-4.1087
3300.0000,30.5198,1069.4854,357.6349,689.1804,-159.9208,-3.6373
3320.0000,26.3963,1059.7551,366.3517,694.8499,-147.6100,2.5914
3340.0000,23.5921,1043.5526,346.7169,681.1367,-155.0506,-1.4555
3360.0000,33.3267,1050.8196,350.2336,690.7712,-143.5430,24.4965
3380.0000,29.7135,1040.4773,353.7939,685.2145,-149.1090,33.4695
3400.0000,31.1359,1042.8075,339.1101,677.7672,-162.4804,28.6308
3420.0000,25.8998,1024.4548,353.9113,680.1772,-159.1120,33.5508
3440.0000,38.0553,1021.8188,350.0111,690.6592,-149.4991,57.5523
3460.0000,33.0723,1014.3259,361.0905,690.2382,-149.9456,74.5719
3480.0000,32.9503,1003.8817,351.8664,692.7002,-150.5803,60.2596
3500.0000,42.1177,1008.4523,361.2181,710.5137,-152.0495,86.5908
3520.0000,44.8199,993.7133,367.7425,714.4835,-131.6624,95.2520
3540.0000,32.3218,993.3984,339.3177,687.4555,-136.8940,89.7217
3560.0000,22.7058,973.6250,331.6071,682.5001,-157.6796,75.2637
3580.0000,16.5344,973.6465,339.4756,685.6628,-169.8432,60.8173
3600.0000,25.4502,976.6226,326.3785,682.3859,-156.6597,91.0716
3620.0000,29.5319,980.5287,345.6541,692.7923,-124.8701,110.0303
3640.0000,35.4315,979.5931,334.2213,693.0895,-127.7743,126.9858
3660.0000,35.7067,977.5179,347.8026,703.9795,-126.7165,144.9885
3680.0000,44.1716,969.3609,356.0916,702.0844,-152.7552,127.8127
3700.0000,28.0103,977.5917,339.9756,686.0724,-125.7943,142.0582
3720.0000,8.9929,968.3075,332.9243,682.8130,-159.8487,119.7577
3740.0000,22.1802,984.7531,333.1869,692.1726,-139.5484,133.2773
3760.0000,18.7563,993.1871,332.7417,692.6429,-150.9922,131.5748
3780.0000,12.2101,1011.0197,344.3907,692.3281,-155.4326,141.3413
3800.0000,61.6567,1049.1697,376.5340,725.6211,-117.0195,185.4861
3820.0000,48.4283,1036.1295,356.5645,713.5344,-147.4570,155.5001
3840.0000,32.4695,1040.0726,357.2990,720.3469,-120.0996,167.3465
3860.0000,36.5982,1015.0384,339.8080,695.6456,-140.3311,144.6311
3880.0000,4.3174,1007.8678,323.0836,688.2968,-154.2800,143.3619
3900.0000,7.7881,990.1929,324.0061,684.7718,-148.3154,128.8565
3920.0000,-5.8024,986.7502,327.8743,688.9834,-159.4734,124.0840
3940.0000,-1.7704,983.4929,345.2155,691.1036,-158.2253,138.7906
3960.0000,0.8517,973.6330,344.7085,691.7841,-158.5123,148.0706
3980.0000,13.1113,974.6779,356.3501,726.1144,-145.9964,159.9541
4000.0000,-9.0635,926.3391,332.4497,678.6494,-181.6085,129.0210
4020.0000,-3.4882,940.6425,337.6174,689.3235,-182.9423,138.0768
4040.0000,-10.2843,933.2578,330.2691,683.5721,-180.6509,133.8356
4060.0000,0.8176,936.7704,335.7440,689.4799,-182.8593,158.2908
4080.0000,-0.6943,898.9385,330.0753,681.2939,-186.6911,149.9006
4100.0000,1.7783,889.0559,345.9995,695.5786,-156.8106,174.2657
4120.0000,-23.6016,872.8792,338.9395,686.2548,-184.8299,150.7859
4140.0000,-23.9851,878.0974,327.1491,684.8821,-186.7731,160.2866
4160.0000,-28.7126,889.7132,342.7234,687.1773,-167.8650,164.7639
4180.0000,-31.9426,868.0801,338.3298,661.8563,-177.7611,161.2737
4200.0000,-7.6886,873.5578,334.5674,680.8951,-150.0392,187.6589
4220.0000,-8.8485,869.3660,342.4357,684.0665,-165.5784,202.4747
4240.0000,-21.8702,873.4460,350.4457,690.7742,-153.0720,213.5945
4260.0000,-32.7941,861.4315,333.6020,684.1623,-175.5559,203.4206
4280.0000,-7.8622,883.4932,357.3922,693.6593,-150.1151,229.7446
4300.0000,-6.6278,888.3845,352.6499,701.2432,-154.4569,225.3965
4320.0000,12.7947,903.4525,371.2437,694.6480,-129.0452,274.6885
4340.0000,-14.6610,882.5408,355.7418,689.4044,-144.4466,254.3713
4360.0000,14.8274,898.2182,378.2289,708.6158,-122.0272,294.8423
4380.0000,0.4837,893.6492,371.8175,707.2972,-128.4876,280.2900
4400.0000,-1.3474,872.2485,362.1652,693.4940,-147.9951,272.9124
4420.0000,-19.6087,871.5110,365.8323,692.4502,-145.5322,278.3606
4440.0000,-29.0868,867.2912,356.1111,688.5870,-155.0001,263.8730
4460.0000,-28.5394,848.6403,350.8682,684.3887,-148.5369,271.2599
4480.0000,-29.0459,853.4052,371.1016,691.5723,-146.8692,281.9933
4500.0000,-35.6275,831.3986,355.8392,669.2817,-166.6767,267.1675
4520.0000,-38.9456,831.2798,350.1112,683.5104,-174.9391,269.0120
4540.0000,-21.5989,828.5329,380.8675,693.2796,-153.7202,292.0757
4560.0000,-2.8361,825.4398,382.1731,718.5956,-150.8480,309.3756
4580.0000,-28.7228,825.4080,381.7681,717.2491,-159.7209,305.9721
4600.0000,-28.8400,804.5345,366.2177,716.7339,-159.9585,300.3904
4620.0000,-27.7863,809.2988,355.7042,683.1918,-150.8258,309.7908
4640.0000,-33.6977,807.4592,367.3291,691.7263,-148.8289,301.4910
4660.0000,-47.9997,778.3132,346.6651,685.2532,-156.8415,286.4655
4680.0000,-47.6530,777.6293,350.3778,685.8493,-162.8277,278.7397
4700.0000,-29.0650,792.1165,359.5695,699.2042,-148.7864,298.4564
4720.0000,-36.5447,774.6861,380.5240,700.8013,-159.8069,285.9277
4740.0000,-19.2610,787.9752,383.4789,716.9634,-146.9182,299.2108
4760.0000,-33.2955,780.9516,372.6322,713.0015,-152.7372,302.0095
4780.0000,-23.3526,782.8726,386.2753,725.9929,-133.9753,318.9072
4800.0000,-3.1101,795.0133,388.7768,734.1417,-133.5272,333.2986
4820.0000,-20.6052,782.7104,391.1355,736.9397,-122.9463,314.7518
4840.0000,-30.9183,755.0930,369.8828,696.2143,-152.6498,302.3678
4860.0000,-37.7407,754.5001,361.0511,699.6642,-161.0821,288.6249
4880.0000,-20.8265,779.2921,378.0134,720.3159,-125.6017,324.5055
4900.0000,-34.7852,745.3818,349.9006,685.5397,-158.1188,289.3992
4920.0000,-30.6024,779.4642,375.1464,715.3292,-147.4970,311.8098
4940.0000,-23.9760,764.0550,371.7921,689.4609,-154.1052,316.3526
4960.0000,-26.5017,778.6895,365.3023,694.4071,-158.5428,300.9751
4980.0000,-6.1086,783.9234,384.6620,715.4957,-153.0467,316.2119
5000.0000,-28.4238,778.8562,367.4045,700.6592,-167.4804,309.0677
5020.0000,-20.3281,778.8172,379.5580,714.3554,-151.9793,330.1277
5040.0000,-30.1542,770.0560,360.5446,687.7804,-163.4388,309.1823
5060.0000,-28.5438,770.6439,364.3789,698.3397,-143.0279,327.9125
5080.0000,-17.1815,743.1050,367.6315,695.7264,-159.6122,327.2900
5100.0000,-36.5272,745.5237,355.3229,692.1091,-184.9483,319.8653
5120.0000,-37.9953,749.3669,366.6904,689.8328,-187.5390,303.2666
5140.0000,-30.6274,753.4136,370.2104,700.1209,-181.9465,327.7272
5160.0000,-38.9307,743.3761,366.7741,684.7904,-201.6146,313.3941
5180.0000,-27.8174,763.2019,387.1814,710.0505,-185.9600,322.7497
5200.0000,-41.7513,756.4652,362.8730,701.8268,-188.6592,318.3441
5220.0000,-28.9257,776.2974,381.1021,718.0900,-186.9930,339.7814
5240.0000,-30.7038,755.6367,370.9368,706.9708,-198.6885,337.5545
5260.0000,-30.8479,768.1835,378.0371,718.0488,-211.0164,335.5461
5280.0000,-27.7619,768.6952,378.9864,715.0759,-194.6780,355.5652
