t,1,2,3,4,5,6
3480.0000,2261.1274,-331.7720,2026.0464,192.6243,-125.2956,42.6474
3500.0000,2258.5552,-321.5677,2009.2634,175.8444,-121.0924,39.7695
3520.0000,2266.7847,-319.5690,2020.6227,184.8455,-112.9383,46.9787
3540.0000,2254.9192,-296.4556,2011.7346,184.4259,-115.5103,59.8149
3560.0000,2253.6343,-301.1141,2011.9583,189.2654,-113.2836,62.0687
3580.0000,2247.5242,-293.4649,1990.1614,174.4594,-115.3051,57.0269
3600.0000,2251.4346,-292.0373,2003.3384,192.8021,-111.4227,68.1616
3620.0000,2265.0347,-289.5537,2018.2028,192.4965,-112.4113,70.3621
3640.0000,2164.5774,-305.2723,1906.8242,175.9461,-130.5094,55.8749
3660.0000,2153.3948,-297.6444,1891.8618,171.6406,-130.5127,67.3263
3680.0000,2136.4497,-307.0591,1891.4410,190.1368,-124.1880,62.3504
3700.0000,2143.7534,-306.0914,1881.9877,183.9623,-134.2440,62.5633
3720.0000,2158.3936,-283.7999,1888.3540,167.4168,-140.6352,72.0587
3740.0000,2143.6045,-313.6024,1888.2986,187.1075,-139.9912,60.5266
3760.0000,2163.7537,-311.5629,1917.2073,197.3873,-135.4211,63.2499
3780.0000,2185.1997,-298.2031,1928.3363,190.2855,-147.8937,67.7975
3800.0000,2210.6519,-291.6750,1949.4091,177.4260,-159.3622,67.2251
3820.0000,2189.5408,-306.0553,1937.1305,195.6755,-145.6386,61.8008
3840.0000,2232.4041,-306.6466,1971.2491,191.1595,-143.5054,59.2387
3860.0000,2197.0452,-311.9611,1932.9225,179.0259,-154.4843,52.9356
3880.0000,2202.9067,-313.7368,1929.9369,158.3893,-153.2239,39.1466
3900.0000,2181.1577,-308.5908,1918.4713,182.9417,-154.6502,57.8430
3920.0000,2174.5293,-299.9541,1908.5911,191.1590,-143.9550,70.0048
3940.0000,2194.0222,-298.4047,1940.1477,189.1046,-136.8495,62.3429
3960.0000,2207.8726,-308.4595,1952.6382,197.0119,-130.0730,59.3618
3980.0000,2213.8813,-308.1064,1964.5394,186.2429,-139.1254,56.1529
4000.0000,2211.0923,-284.6061,1937.8442,145.5914,-148.4252,55.7239
4020.0000,2226.5835,-298.8578,1976.4456,178.4425,-137.1763,55.3011
4040.0000,2208.9656,-306.2365,1956.4982,178.8029,-149.8922,57.3952
4060.0000,2250.5845,-294.8670,1982.4622,160.9895,-145.6045,54.7915
4080.0000,2229.8311,-299.2636,1962.4252,164.1070,-151.7768,58.4013
4100.0000,2271.0442,-289.8259,1997.1799,145.2264,-149.7865,49.0054
4120.0000,2271.9094,-313.7835,1990.7493,138.1856,-164.8633,39.5804
4140.0000,2304.7307,-309.3287,2022.4996,141.3383,-152.9512,44.1356
4160.0000,2281.4365,-309.6357,2011.4602,159.1008,-148.6633,50.7514
4180.0000,2308.6382,-281.1260,2030.4343,137.2662,-150.9869,55.9830
4200.0000,2286.5374,-280.5467,1994.3361,121.9895,-163.3709,50.7517
4220.0000,2271.4890,-314.5378,1993.9618,135.4364,-169.5097,38.5728
4240.0000,2269.5947,-312.6056,2008.1970,151.4673,-169.3686,42.8804
4260.0000,2294.8413,-302.2798,2028.5165,134.9001,-174.6832,43.3396
4280.0000,2283.4517,-286.0367,1996.0751,121.6683,-166.3962,49.3219
4300.0000,2298.5459,-275.9462,2019.6384,120.1212,-164.2164,53.6717
4320.0000,2323.8428,-294.4665,2050.1926,139.2422,-163.9598,54.7721
4340.0000,2306.7361,-294.1737,2041.2159,157.0999,-141.9086,56.8502
4360.0000,2354.8010,-285.9013,2089.9829,153.7991,-139.0863,60.4707
4380.0000,2346.5061,-286.6815,2064.3313,132.9558,-148.0226,53.4337
4400.0000,2341.5417,-297.2492,2082.0027,163.4609,-136.2655,55.0271
4420.0000,2303.1130,-319.8493,2051.7183,186.7791,-133.8480,60.4261
4440.0000,2338.0671,-321.9509,2094.9690,190.1274,-125.1068,52.2969
4460.0000,2318.3730,-318.1942,2062.7651,180.0399,-133.6340,53.7921
4480.0000,2340.7183,-300.6177,2084.8523,166.6084,-133.3223,50.8283
4500.0000,2312.4392,-325.3040,2058.9224,179.4460,-139.3130,42.1533
4520.0000,2323.3259,-325.0715,2087.9265,197.7907,-132.7968,53.5813
4540.0000,2312.6531,-315.7362,2069.5366,173.1047,-131.5797,53.1870
4560.0000,2291.8713,-351.0074,2061.7390,190.6568,-128.9464,31.4751
4580.0000,2315.6665,-326.7924,2058.3718,167.7139,-148.3966,51.7342
