t,AF3,F7,F3,F4,F8,AF7
3100.0000,-180.1428,532.5060,331.0638,670.6373,-289.4659,-915.6167
3120.0000,-179.6489,526.4048,329.9214,654.3461,-260.3965,-908.1733
3140.0000,-166.1429,544.5482,331.0699,655.6335,-290.3896,-902.5694
3160.0000,-179.6771,540.3129,331.9319,650.3755,-243.4412,-909.2298
3180.0000,-171.0324,557.6921,329.0964,645.6423,-255.3183,-899.5248
3200.0000,-154.6658,561.2764,330.9109,648.3877,-260.5437,-905.2404
3220.0000,-181.0516,532.7910,309.0954,637.6271,-280.2273,-921.5196
3240.0000,-151.7879,566.0868,318.8841,647.3375,-244.5600,-883.2468
3260.0000,-147.0299,559.9251,323.1157,650.6584,-265.2275,-907.4971
3280.0000,-146.7955,562.9938,324.8682,648.3692,-246.6120,-882.2529
3300.0000,-143.9831,561.9490,324.1203,649.6270,-244.1433,-889.4914
3320.0000,-156.7883,555.9528,325.8538,641.3789,-263.6746,-898.2495
3340.0000,-154.8912,534.0778,330.1606,642.6553,-279.1080,-885.4954
3360.0000,-153.8249,532.7629,325.8223,646.3702,-248.6616,-873.2209
3380.0000,-159.8786,540.1516,327.1811,646.6265,-267.1812,-883.5369
3400.0000,-150.9655,555.7473,327.7837,651.3599,-272.6175,-882.1840
3420.0000,-186.8731,528.3054,311.2163,644.6566,-274.0974,-913.5812
3440.0000,-198.9765,517.6216,299.7455,640.3098,-316.6167,-932.1616
3460.0000,-180.7831,510.3430,317.2563,643.6305,-283.1330,-900.6220
3480.0000,-193.0018,502.5675,315.7094,643.3157,-310.6884,-908.0975
3500.0000,-201.7434,478.4968,306.2827,641.6607,-303.2049,-920.6906
3520.0000,-189.1491,475.4499,317.6975,647.2681,-303.6438,-910.0374
3540.0000,-159.6323,504.5507,330.3177,645.7350,-270.1399,-871.7148
3560.0000,-160.1502,500.3617,335.6520,646.3123,-277.5397,-871.9427
3580.0000,-168.5994,490.6527,323.3690,641.6975,-269.1605,-896.7834
3600.0000,-144.2495,510.2036,341.6196,646.2860,-265.5986,-877.8915
3620.0000,-141.4728,516.8055,345.4038,650.7807,-261.2599,-869.8368
3640.0000,-180.3477,501.1474,321.5632,613.2330,-279.5081,-909.8486
3660.0000,-177.3792,498.8196,337.4469,611.7464,-272.2049,-890.9110
3680.0000,-165.4607,501.0720,331.5447,608.2010,-283.4964,-885.7807
3700.0000,-171.2529,515.8701,331.4722,606.7818,-278.2553,-919.9913
3720.0000,-163.5465,531.9849,340.4972,611.1858,-247.4741,-894.7156
3740.0000,-176.1701,525.9835,331.5032,605.8797,-284.2909,-916.0384
3760.0000,-160.6353,536.9541,336.4904,614.0699,-280.4276,-901.6689
3780.0000,-151.0164,573.0461,340.5380,617.9059,-255.3342,-907.0770
3800.0000,-157.7332,591.9128,339.4699,623.0813,-241.4250,-901.6226
3820.0000,-153.9291,569.0240,333.5439,618.8986,-265.3738,-916.1336
3840.0000,-160.8596,562.9297,331.4542,631.0515,-267.4806,-935.5860
3860.0000,-181.8537,559.1343,321.5545,616.9708,-272.2880,-942.1821
3880.0000,-210.0570,525.8234,299.4120,615.9896,-279.4047,-960.5621
3900.0000,-172.6776,566.0969,327.5764,613.0669,-267.3745,-934.2005
3920.0000,-153.1729,559.8925,343.4022,614.8890,-261.4618,-926.5261
3940.0000,-153.5361,548.1822,331.6062,622.0982,-261.3594,-905.2000
3960.0000,-157.2352,534.8793,330.3946,626.8038,-277.4116,-926.5201
3980.0000,-169.3785,542.2147,326.6193,627.1715,-273.2766,-905.2039
4000.0000,-190.4597,527.8243,317.3940,622.7680,-245.4474,-903.5110
4020.0000,-167.3282,539.2231,322.6146,631.3063,-262.3353,-894.2000
4040.0000,-175.5085,556.8840,328.3908,623.6327,-266.5155,-902.5153
4060.0000,-184.2017,539.2141,321.5979,635.3538,-256.3135,-916.2060
