t,1,2,3,4,5,6
5700.0000,457.7217,733.4126,-1072.1953,451.9754,639.2211,-274.8398
5720.0000,450.7509,725.8989,-1075.7583,466.0045,629.4417,-284.2092
5740.0000,475.3920,774.1631,-1102.8750,456.4056,653.1848,-278.5498
5760.0000,476.6857,732.8935,-1076.8469,465.9182,656.9338,-279.9179
5780.0000,481.6489,721.6952,-1064.2843,477.4335,656.4897,-278.1100
5800.0000,482.1021,740.2301,-1094.3214,483.3375,655.5887,-285.9087
5820.0000,478.5937,793.0477,-1106.0310,442.5757,644.2252,-276.8072
5840.0000,472.4827,780.9622,-1107.9417,453.5523,641.2408,-284.9951
5860.0000,480.2119,764.0585,-1089.0513,460.6668,640.1570,-278.9048
5880.0000,472.7495,747.2266,-1074.1497,471.9049,635.7068,-278.4670
5900.0000,487.5500,808.9595,-1117.9847,467.0815,647.1833,-279.0833
5920.0000,486.9755,780.8226,-1105.8195,486.0362,654.5966,-281.9121
5940.0000,492.1694,781.7558,-1099.3125,482.3896,653.1275,-278.5717
5960.0000,487.3035,787.6815,-1106.6914,486.9730,647.9210,-283.0602
5980.0000,499.0785,798.2848,-1103.2584,476.3608,659.0688,-278.0017
6000.0000,498.6515,825.3647,-1103.8542,470.6739,654.8936,-276.3586
6020.0000,491.9964,826.4951,-1101.2560,468.8058,648.8364,-277.6801
6040.0000,494.2531,826.7272,-1102.4348,460.6872,649.3105,-281.7967
6060.0000,493.3458,805.5554,-1093.2523,496.0539,655.5416,-275.2110
6080.0000,484.5471,807.6329,-1107.0090,499.4826,659.0012,-277.3025
6100.0000,494.5889,805.5100,-1075.2125,484.1980,666.2383,-273.7733
6120.0000,475.4662,806.9980,-1088.7766,481.4633,648.2430,-279.4904
6140.0000,469.2691,813.1088,-1092.7646,486.2670,643.2059,-281.1231
6160.0000,478.3607,848.4507,-1100.6107,483.3950,649.6650,-274.1054
6180.0000,457.1714,833.4807,-1109.0227,491.7834,642.4229,-290.9141
6200.0000,468.5304,829.6205,-1097.3169,504.4468,653.1121,-281.9538
6220.0000,454.3246,823.2231,-1076.8641,497.3860,645.8948,-281.3055
6240.0000,476.8792,827.7651,-1085.2694,505.7592,663.6405,-281.3563
6260.0000,462.2188,859.1371,-1113.6113,515.1377,653.0522,-282.2035
6280.0000,482.9871,836.1332,-1092.5109,499.1476,666.8091,-276.1871
6300.0000,475.8369,832.5323,-1081.9656,506.1983,659.6769,-274.8012
