t,AF3,F7,F3,F4,F8,AF7
6380.0000,-1372.0634,453.0434,427.1577,703.7881,-488.0963,805.1389
6400.0000,-1383.3384,425.8301,423.7349,702.1569,-514.6324,777.8525
6420.0000,-1386.9955,447.1204,424.2552,700.8521,-493.0577,785.1999
6440.0000,-1410.4532,427.7998,423.7168,694.1105,-511.6385,703.8370
6460.0000,-1377.9209,443.2533,430.2360,696.8761,-475.8880,647.2180
6480.0000,-1341.5050,473.7249,421.7177,704.0676,-458.6596,598.5817
6500.0000,-1346.8518,471.3238,422.1775,704.9503,-467.9353,521.2924
6520.0000,-1343.5820,451.5829,427.7879,699.0171,-478.8857,444.5120
6540.0000,-1320.7739,437.4023,424.2903,699.9871,-482.7930,376.3678
6560.0000,-1305.6262,425.5038,423.6877,693.9755,-498.8646,341.5186
6580.0000,-1264.7408,425.4548,420.2010,696.9995,-479.6955,346.4048
6600.0000,-1254.6465,440.4430,425.7879,697.9418,-467.7730,352.2659
6620.0000,-1224.6244,436.5286,420.2083,695.0444,-463.6623,342.5904
6640.0000,-1228.7146,437.3529,423.6767,703.9303,-461.8709,352.2000
6660.0000,-1212.5474,443.6390,417.2880,704.0628,-456.6453,329.5691
6680.0000,-1189.8102,447.3239,420.7511,700.9238,-441.9207,344.1807
6700.0000,-1167.4327,458.6644,425.2433,696.0833,-447.6525,345.5538
6720.0000,-1145.8462,457.2054,425.7793,702.8932,-423.9402,348.2113
6740.0000,-1157.3521,435.7156,426.2955,698.0776,-440.6575,342.7320
6760.0000,-1129.9042,447.1878,426.7148,696.8749,-428.7341,350.2202
6780.0000,-1119.2416,444.7938,430.2698,698.0850,-436.7391,364.6114
6800.0000,-1109.0514,443.1078,419.7018,697.8774,-431.7520,373.0780
6820.0000,-1088.1492,458.8260,430.2662,697.0809,-419.9302,382.7885
6840.0000,-1085.0634,448.0459,421.6903,701.8737,-424.6715,381.2429
6860.0000,-1072.9821,433.8865,419.2725,696.1005,-416.9265,382.7865
6880.0000,-1073.1597,439.0038,421.6930,691.8981,-419.5565,399.2175
6900.0000,-1059.9214,463.9516,420.2054,695.0894,-406.0493,412.5863
6920.0000,-1060.2665,447.0577,422.7441,696.8776,-425.5965,399.2464
6940.0000,-1025.8507,474.9340,425.2399,703.0784,-401.9939,430.7183
6960.0000,-1023.3076,467.0681,421.6867,704.9124,-402.4603,427.2715
6980.0000,-1047.7539,441.8761,421.2681,689.0615,-425.1346,414.5299
7000.0000,-1043.4440,439.0161,426.7093,695.9195,-404.3145,435.2898
7020.0000,-1038.6614,438.8424,427.2383,705.0699,-421.3222,432.4258
7040.0000,-1025.4651,466.0956,431.7301,703.9264,-397.1499,447.4353
7060.0000,-1015.5683,488.8409,428.3008,700.0517,-401.5323,457.4426
7080.0000,-1029.5514,471.1354,422.7168,697.9273,-423.9485,442.4358
7100.0000,-1035.5604,440.7878,427.2550,700.0430,-431.7345,433.2320
7120.0000,-1043.6117,435.2342,421.6575,695.9528,-446.7852,439.7019
7140.0000,-1026.5021,439.6801,423.2869,700.0339,-442.8780,441.0560
7160.0000,-1013.6100,444.3253,423.6342,695.9615,-446.6009,452.7154
7180.0000,-994.4987,460.6218,418.2756,699.0206,-409.9677,465.0019
7200.0000,-984.6382,449.4120,431.6852,693.9529,-446.3978,436.9551
7220.0000,-1023.4703,437.5039,421.3323,694.0104,-457.2980,442.7717
7240.0000,-1062.6771,430.5541,427.6909,693.9610,-460.2297,431.0047
7260.0000,-1115.5071,403.3846,422.2876,687.9956,-488.4070,407.6706
