t,AF3,F7,F3,F4,F8,AF7
4140.0000,-155.3684,618.0087,412.1678,839.7657,-177.5130,55.3143
4160.0000,-138.4498,622.0826,411.8253,845.3575,-166.1057,58.6256
4180.0000,-147.3092,628.1533,417.1662,837.6719,-182.4715,59.4084
4200.0000,-151.4667,626.8854,413.8641,824.4580,-209.1861,20.5408
4220.0000,-152.3267,620.3440,411.1403,810.5416,-219.4503,-0.4227
4240.0000,-148.4699,602.6288,416.8561,839.5703,-187.2307,22.3942
4260.0000,-156.3259,594.4233,412.1304,841.4548,-161.4573,19.5587
4280.0000,-147.5477,620.6022,414.8765,861.6865,-147.1677,28.3556
4300.0000,-156.3219,621.6205,407.1326,836.3391,-162.4342,1.7311
4320.0000,-162.4868,616.5015,407.8984,851.8380,-153.2521,2.3065
4340.0000,-156.3263,602.6119,408.1057,859.1990,-154.4727,4.5969
4360.0000,-182.5179,588.3397,405.9341,842.9648,-152.2760,-14.5300
4380.0000,-157.3236,603.7047,411.0841,865.0560,-163.3774,2.6608
4400.0000,-136.4775,634.2820,435.9572,890.1334,-148.2310,27.3374
4420.0000,-147.2854,600.7659,412.0513,849.8889,-157.3870,12.5356
4440.0000,-162.4691,592.1954,405.9632,840.2578,-176.3033,-23.4614
4460.0000,-165.3333,603.7966,448.0512,891.7658,-103.3694,-2.3218
4480.0000,-144.4900,594.1616,430.0053,881.4349,-121.3484,9.4752
4500.0000,-190.3476,558.7988,378.9919,816.5768,-183.2714,-56.4987
4520.0000,-179.4394,589.1678,395.0076,844.5988,-183.3272,-40.3463
4540.0000,-151.3847,591.8508,418.9550,859.3918,-140.2852,-15.5682
4560.0000,-199.4459,527.2209,387.0490,850.7734,-125.4021,-22.1653
4580.0000,-200.4797,537.8391,394.9042,857.2011,-152.1703,-31.7181
4600.0000,-185.4005,537.2048,418.1049,867.9803,-162.4341,-23.0616
4620.0000,-204.4691,530.8337,385.8650,838.0014,-170.2288,-23.7818
4640.0000,-150.3132,572.2898,428.1753,881.1869,-125.5071,30.9579
4660.0000,-188.4876,507.7055,403.8108,856.8020,-162.1176,7.9264
4680.0000,-219.3074,477.3106,381.2072,819.3806,-216.5452,-16.7793
4700.0000,-215.5303,497.6904,378.7635,820.5940,-202.0191,3.8022
4720.0000,-229.2588,501.2794,350.2408,773.5491,-221.6924,-25.7240
4740.0000,-239.6283,499.6318,352.7128,781.3730,-213.0079,-27.2784
4760.0000,-225.2748,483.3887,348.2690,775.7546,-250.6875,6.3673
4780.0000,-250.6517,447.5723,327.6471,741.1566,-269.9182,-24.3534
4800.0000,-238.2510,480.4508,358.3535,773.9667,-244.7968,8.4413
4820.0000,-237.6834,466.4512,351.6006,772.9282,-285.8661,22.3549
4840.0000,-295.2558,394.4458,314.3758,720.1489,-338.9541,-33.2775
4860.0000,-259.6865,430.5114,346.5373,735.7162,-331.8333,-3.6072
4880.0000,-274.1845,420.4185,322.4286,720.3552,-336.9352,1.7693
4900.0000,-280.7509,412.3448,316.4712,715.5115,-351.7421,-1.7938
4920.0000,-257.1516,430.6064,336.4846,738.5453,-309.0968,38.8298
4940.0000,-263.7343,424.2607,317.4627,716.3306,-321.7166,33.0154
4960.0000,-258.1515,426.6672,330.5146,711.7227,-354.1421,26.9765
4980.0000,-248.7255,419.2328,335.4166,707.1721,-351.5486,33.9481
5000.0000,-265.1917,409.5962,324.5425,685.8519,-357.3312,28.0770
5020.0000,-245.6962,440.3025,352.3814,718.0001,-349.4635,60.8283
5040.0000,-239.2150,429.6997,348.5669,721.0137,-350.3629,64.0674
5060.0000,-255.6745,409.2159,326.3594,690.8610,-365.3842,49.8373
5080.0000,-265.2327,413.6093,315.5728,682.1341,-378.5002,36.1463
5100.0000,-253.7149,425.1504,317.3519,683.7491,-365.2941,67.7594
5120.0000,-274.2288,408.6306,302.6162,664.2485,-379.5840,39.1417
5140.0000,-277.6887,399.2149,307.2967,686.6292,-366.2035,63.7528
5160.0000,-296.2338,386.7132,288.6264,660.3566,-393.7009,40.1671
5180.0000,-288.6414,403.2042,288.2891,646.5232,-413.1534,37.7284
5200.0000,-277.3161,423.5904,298.6213,659.4336,-386.7214,64.1333
5220.0000,-255.5489,423.1553,312.2962,658.4445,-386.0085,35.7233
5240.0000,-273.3447,420.5820,293.6073,648.4702,-378.8559,-26.7528
5260.0000,-276.5361,438.2977,279.3045,630.4193,-414.9537,-60.0777
5280.0000,-267.4538,435.6662,295.6044,635.5066,-400.9233,-92.8695
5300.0000,-246.4435,459.2574,307.3204,664.3890,-377.8784,-58.9766
5320.0000,-261.4845,439.6189,295.5712,638.5065,-398.0231,-100.9171
5340.0000,-254.4287,446.3353,306.3549,663.3865,-370.8594,-88.9022
5360.0000,-250.5602,444.5665,299.5250,650.4796,-381.0733,-94.0580
5380.0000,-250.3275,465.3165,296.4037,657.4301,-386.7021,-95.8378
5400.0000,-245.6129,477.5792,307.4780,666.4437,-350.0984,-60.1822
5420.0000,-219.2189,474.3348,322.4520,685.5094,-331.6585,-57.7385
5440.0000,-216.6671,483.5199,329.4359,687.3782,-348.1568,-55.3068
5460.0000,-251.1762,480.5353,306.5063,649.5695,-354.7047,-62.6090
5480.0000,-213.7997,489.4550,318.3820,662.2973,-349.1784,-29.4094
5500.0000,-245.0829,469.4290,300.5448,648.6505,-364.6294,-50.4389
5520.0000,-240.8821,479.4503,304.3039,655.2087,-355.1665,-28.5266
5540.0000,-235.0181,486.5883,310.6503,657.7551,-350.5650,-25.2658
5560.0000,-237.9431,493.3711,306.2140,658.0818,-353.1962,-7.6499
5580.0000,-235.9503,506.5596,298.7102,652.8943,-345.5828,-1.1241
5600.0000,-240.0227,501.3133,306.1317,662.9380,-365.2285,1.0818
5620.0000,-279.9195,461.5735,289.7948,655.0414,-393.6148,-33.9387
5640.0000,-234.0240,511.2701,290.0645,652.8173,-370.1688,2.8864
5660.0000,-251.8479,487.6882,301.8958,650.2043,-386.5629,2.1508
5680.0000,-220.0681,507.2549,312.0072,664.6516,-365.1807,27.7535
5700.0000,-240.8084,471.5910,302.9703,661.3496,-363.6071,35.2704
5720.0000,-253.1707,474.3437,301.9207,662.4808,-349.1431,53.6439
5740.0000,-231.7030,500.6778,318.0664,686.5532,-359.6680,63.3855
5760.0000,-247.1812,473.3411,310.8352,685.2972,-360.1642,57.4787
5780.0000,-240.7017,475.7699,321.1443,694.7291,-339.6974,85.5889
5800.0000,-249.2377,487.2931,320.7455,691.1442,-352.0602,88.3759
5820.0000,-223.6408,510.6605,315.2131,682.8926,-355.7493,88.6717
5840.0000,-239.2843,505.2434,310.6753,682.9394,-353.0148,86.3222
5860.0000,-229.5763,501.6784,319.3114,685.1149,-338.7825,114.8125
5880.0000,-227.2982,500.2801,325.6224,689.7910,-317.9505,119.2037
5900.0000,-208.5876,540.6990,342.3888,709.3055,-320.8204,138.9071
5920.0000,-218.2565,528.3906,346.5476,717.5958,-313.9395,131.1559
5940.0000,-211.5928,529.7156,348.4270,718.4710,-308.8292,147.9758
5960.0000,-214.3107,537.3871,349.5146,720.4119,-300.8607,155.0692
5980.0000,-205.5589,538.6507,351.5043,730.6683,-304.8877,156.1147
6000.0000,-187.2954,563.3362,362.4452,749.2592,-274.8789,182.9770
6020.0000,-187.5367,565.5339,360.5532,748.8486,-266.8207,183.1271
6040.0000,-199.2637,557.4094,348.4386,746.1149,-277.8156,179.9825
6060.0000,-180.5993,567.4726,380.5670,759.9755,-248.8620,190.1963
6080.0000,-186.2466,566.5882,379.3880,753.9471,-263.7621,153.9202
6100.0000,-179.6093,561.4531,376.6117,779.1683,-239.9428,173.1735
6120.0000,-191.1735,560.4994,364.4001,754.8167,-250.6912,154.9465
6140.0000,-187.6046,570.5375,369.6138,758.2531,-237.9908,160.2097
6160.0000,-158.1760,601.5865,391.3890,781.7253,-214.6616,185.8837
6180.0000,-192.6643,588.4297,372.6109,775.3853,-220.9987,150.1954
6200.0000,-171.1319,597.6565,395.3802,793.6001,-200.6100,170.9092
6220.0000,-168.7317,595.3372,391.6212,799.5052,-178.9690,159.1179
6240.0000,-168.0408,597.7491,400.4261,814.5222,-186.6754,180.0626
6260.0000,-151.7759,631.3040,417.5800,814.5436,-171.0378,181.0874
6280.0000,-161.0190,598.8181,401.4475,806.4679,-202.5489,176.0504
6300.0000,-151.8294,607.1459,410.5464,813.6105,-176.0250,189.9849
6320.0000,-152.9253,598.8768,410.4781,817.4244,-183.5500,197.1584
6340.0000,-155.9151,600.1073,413.5255,820.6746,-164.0044,209.8836
6360.0000,-147.8893,605.9329,418.5407,817.4119,-179.5415,216.2695
6380.0000,-145.0029,625.1130,412.4363,818.6922,-180.0406,226.6964
6400.0000,-154.7753,604.0092,425.6184,826.4054,-153.5744,209.4679
6420.0000,-151.0424,625.0413,421.3985,834.6505,-160.0831,236.5567
6440.0000,-140.6845,633.1601,439.7086,837.4484,-150.4460,236.5679
6460.0000,-161.1134,617.9973,416.3064,828.6333,-158.1221,221.3942
6480.0000,-119.6250,656.1491,447.7854,864.4691,-117.4103,263.7810
6500.0000,-128.2344,653.8102,445.2436,854.6117,-125.1315,258.2681
6520.0000,-125.4758,657.2374,442.8729,869.5355,-100.3552,275.0091
6540.0000,-134.3071,643.7595,436.1413,836.5262,-111.1555,248.0528
6560.0000,-147.4290,663.4556,447.9811,863.6184,-90.3760,258.1508
6580.0000,-142.4492,653.6542,441.0229,854.4479,-96.1963,258.8732
6600.0000,-160.3337,657.3754,440.0776,842.7040,-124.3388,254.3652
6620.0000,-129.5603,644.6028,446.9253,870.3167,-93.2845,276.6182
6640.0000,-126.1752,656.4562,447.1917,871.8389,-94.2229,271.6357
6660.0000,-145.6893,631.5668,445.8150,873.2261,-107.3949,270.3619
6680.0000,-148.0448,628.6210,442.2874,877.9548,-96.1272,280.8432
6700.0000,-129.7945,661.3782,471.6908,887.0634,-92.4828,284.1960
6720.0000,-111.9396,665.7531,471.4218,909.1091,-81.9988,322.0121
6740.0000,-95.8656,661.3030,499.6079,907.9324,-89.6163,319.8926
6760.0000,-100.8252,662.8334,481.5313,902.2285,-87.9395,319.2950
6780.0000,-121.0591,672.3546,473.4613,899.7953,-88.7633,308.7180
6800.0000,-91.7217,687.8328,483.6370,900.3866,-97.7396,323.5214
6820.0000,-107.1712,675.2644,474.3461,903.6293,-89.9181,326.4351
6840.0000,-118.6085,663.9896,475.7434,913.5563,-91.6208,321.8159
6860.0000,-104.2749,669.2050,500.2706,924.4773,-87.0862,350.1954
6880.0000,-88.4699,673.0262,506.8585,926.6833,-93.4537,356.0228
6900.0000,-116.3909,659.9962,479.1446,900.3331,-124.2472,317.0120
6920.0000,-117.3791,655.9789,474.9483,882.8226,-121.3337,319.1926
6940.0000,-90.4999,666.0643,501.0679,902.1904,-115.3756,333.7552
6960.0000,-107.2160,665.1909,483.0401,872.9751,-125.1316,305.4151
6980.0000,-103.6182,692.8890,507.9721,890.0591,-109.6182,331.6009
7000.0000,-86.1296,659.1232,507.1416,906.0991,-93.8997,337.6748
7020.0000,-88.7155,655.7705,502.8663,894.9147,-126.8313,315.3860
7040.0000,-121.0111,645.2379,496.2397,876.2373,-127.7025,289.7664
7060.0000,-88.8118,660.6791,510.7890,878.7838,-157.0715,297.2587
7080.0000,-93.9178,641.3074,515.3019,880.3348,-154.5613,282.9605
7100.0000,-94.9357,629.7238,514.7217,891.6838,-150.2123,291.0967
7120.0000,-124.8834,600.3236,502.3897,871.4066,-153.3702,268.0699
7140.0000,-109.9267,610.5596,511.6429,871.6086,-153.3911,273.9459
7160.0000,-87.8489,636.4254,538.4318,876.4985,-145.1243,279.1798
7180.0000,-90.0006,617.6511,532.6108,874.5391,-150.5939,273.8656
7200.0000,-95.7770,608.3951,531.4772,854.5584,-177.9587,231.1677
7220.0000,-98.0086,597.5022,530.5673,844.4621,-198.8051,216.8441
7240.0000,-98.7759,596.4628,535.5323,839.5771,-221.8619,214.2479
7260.0000,-131.0682,558.4232,507.5262,809.4273,-263.9977,180.7833
