t,1,2,3,4,5,6
6120.0000,197.6114,-807.0410,-340.0022,182.7071,94.2634,493.7649
6140.0000,185.4562,-824.7577,-348.5872,183.2402,97.1824,487.4430
6160.0000,197.0453,-829.3034,-345.5447,156.6162,92.5574,490.6788
6180.0000,193.3148,-849.0474,-342.4141,167.7066,96.5105,487.5628
6200.0000,180.5742,-866.0471,-348.3225,199.8354,96.4159,487.2382
6220.0000,157.6967,-888.6707,-365.6196,217.4749,97.8827,484.2527
6240.0000,165.2939,-889.2651,-361.9466,204.6940,96.0731,485.1222
6260.0000,171.5584,-887.2549,-353.2587,205.2743,94.4345,483.2594
6280.0000,162.7258,-897.1763,-355.1352,226.1362,97.5267,480.1463
6300.0000,163.1747,-905.7081,-358.5601,212.6496,97.7112,483.3268
6320.0000,158.4141,-916.5097,-368.2105,226.7037,97.2340,488.2400
6340.0000,153.8614,-922.8573,-372.1317,230.8097,98.6382,481.5835
6360.0000,157.8841,-921.8767,-362.9909,231.8525,97.0371,481.9591
6380.0000,178.2792,-906.7111,-360.9527,211.0092,96.5507,488.1966
6400.0000,180.8818,-894.8332,-363.1913,182.5244,93.4974,489.5677
6420.0000,171.3601,-909.4960,-360.3371,206.4882,95.3926,486.3086
6440.0000,144.5102,-909.5743,-360.1479,192.2009,95.9503,483.3312
6460.0000,117.4210,-906.2242,-351.3141,207.6742,99.8610,484.3490
6480.0000,86.2976,-904.1700,-356.5416,227.1446,94.4906,485.4403
6500.0000,55.7398,-905.2579,-359.4619,223.9549,94.4608,486.2789
6520.0000,33.4216,-894.9483,-356.7895,210.1411,98.2457,484.7699
6540.0000,16.4667,-875.3225,-355.3864,191.1922,95.0723,486.6968
6560.0000,7.3208,-862.0670,-358.1335,181.7923,95.5223,483.8207
6580.0000,14.9950,-842.3746,-352.5909,175.5641,92.4919,485.8180
6600.0000,9.7576,-848.2913,-352.3684,192.6856,96.3051,485.5337
6620.0000,9.8722,-831.2250,-350.6523,186.2992,93.4130,483.5107
6640.0000,16.4714,-833.3968,-351.1250,182.3192,93.1876,490.0426
6660.0000,5.4170,-827.8674,-351.9712,184.5318,89.6787,488.8579
6680.0000,10.2124,-821.4630,-347.2277,191.4376,92.6320,486.7502
6700.0000,2.9420,-819.9041,-352.8732,207.5309,96.9766,482.8551
6720.0000,10.6956,-808.9186,-344.5426,200.2155,95.3819,487.9156
6740.0000,17.7108,-802.2415,-343.7051,182.3819,95.8045,486.8288
6760.0000,16.0194,-796.9684,-343.1615,193.9097,96.8470,484.9880
6780.0000,23.9095,-791.5389,-346.1268,191.4644,98.3734,486.6394
6800.0000,30.0003,-782.7515,-344.6873,184.2012,92.0860,485.5894
6820.0000,25.6736,-785.9968,-344.5582,205.2027,99.2407,484.6382
6840.0000,34.0297,-774.9396,-344.7173,185.8543,92.3371,488.2792
6860.0000,42.4660,-761.4640,-337.0273,173.9791,91.6246,485.4843
6880.0000,43.9927,-765.7634,-338.8503,183.7264,94.3978,482.2772
6900.0000,37.4078,-773.5098,-341.9511,205.7556,93.9864,481.7929
6920.0000,41.6490,-764.1364,-344.9885,187.7214,94.0338,485.2090
6940.0000,43.8056,-764.9623,-345.8730,211.3778,95.2165,487.1154
6960.0000,48.3244,-757.8954,-344.3212,199.9193,92.2137,488.8719
6980.0000,48.8952,-756.0860,-342.6622,187.0078,94.8477,480.1966
7000.0000,63.1084,-753.5207,-334.0785,181.7428,96.1270,485.8651
7020.0000,65.0592,-749.8715,-342.6006,174.0204,93.9316,492.5463
7040.0000,56.2548,-761.6183,-340.9169,204.9841,98.3298,489.3425
